"NGA","Polity","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note"
"Paris Basin","FrHallA","Script","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Non-phonetic writing","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Phonetic alphabetic writing","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Lists tables and classifications","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Calendar","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Sacred Texts","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Religious literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Practical literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","History","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Philosophy","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Scientific literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Fiction","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Articles","0.9","","","","simple","simple",""
"Paris Basin","FrHallA","Precious metals","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Foreign coins","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Indigenous coins","0.1","","","","simple","simple",""
"Paris Basin","FrHallA","Paper currency","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Polity territory","1500","2000","","","complex","range",""
"Paris Basin","FrHallB","Population of the largest settlement","250","500","-900","","complex","range","simple"
"Paris Basin","FrHallB","Population of the largest settlement","500","1000","-800","","complex","range","simple"
"Paris Basin","FrHallB","Administrative levels","3","","","","simple","simple",""
"Paris Basin","FrHallB","Military levels","2","","","","simple","simple",""
"Paris Basin","FrHallB","Religious levels","1","","","","simple","simple",""
"Paris Basin","FrHallB","Settlement hierarchy","3","","","","simple","simple",""
"Paris Basin","FrHallB","Professional soldiers","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Professional priesthood","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Full-time bureaucrats","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Examination system","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Merit promotion","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Specialized government buildings","0","","","","simple","simple",""
"Paris Basin","FrHallB","Courts","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Formal legal code","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Judges","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Professional Lawyers","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","irrigation systems","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","drinking water supply systems","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","markets","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","food storage sites","0.9","","","","simple","simple",""
"Paris Basin","FrHallB","Roads","0.9","","","","simple","simple",""
"Paris Basin","FrHallB","Canals","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Ports","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Mines or quarries","1","","","","simple","simple",""
"Paris Basin","FrHallB","Postal stations","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","General postal service","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Nonwritten records","0.9","","","","simple","simple",""
"Paris Basin","FrHallB","Written records","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Script","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Non-phonetic writing","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Phonetic alphabetic writing","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Lists tables and classifications","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Calendar","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Sacred Texts","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Religious literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Practical literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","History","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Philosophy","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Scientific literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Fiction","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Articles","1","","","","simple","simple",""
"Paris Basin","FrHallB","Precious metals","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Foreign coins","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Indigenous coins","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","Paper currency","0.1","","","","simple","simple",""
"Paris Basin","FrHallB","elite status is hereditary","0","","","","complex","uncertain",""
"Paris Basin","FrHallB","elite status is hereditary","1","","","","complex","uncertain",""
"Paris Basin","FrHallC","Polity Population","3000","5000","","","complex","range",""
"Paris Basin","FrHallC","Polity territory","2500","3000","","","complex","range",""
"Paris Basin","FrHallC","Population of the largest settlement","3000","5000","","","complex","range",""
"Paris Basin","FrHallC","Administrative levels","3","4","","","complex","range",""
"Paris Basin","FrHallC","Military levels","2","","","","simple","simple",""
"Paris Basin","FrHallC","Religious levels","1","","","","simple","simple",""
"Paris Basin","FrHallC","Settlement hierarchy","3","","","","simple","simple",""
"Paris Basin","FrHallC","Professional military officers","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Professional soldiers","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Professional priesthood","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Full-time bureaucrats","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Examination system","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Merit promotion","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Specialized government buildings","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Courts","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Formal legal code","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Judges","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Professional Lawyers","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","drinking water supply systems","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","markets","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","food storage sites","0.9","","","","simple","simple",""
"Paris Basin","FrHallC","Roads","0.9","","","","simple","simple",""
"Paris Basin","FrHallC","Canals","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Ports","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Mines or quarries","1","","","","simple","simple",""
"Paris Basin","FrHallC","Couriers","0.9","","","","simple","simple",""
"Paris Basin","FrHallC","Postal stations","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","General postal service","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Nonwritten records","0.9","","","","simple","simple",""
"Paris Basin","FrHallC","Written records","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Script","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Non-phonetic writing","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Phonetic alphabetic writing","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Lists tables and classifications","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Calendar","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Sacred Texts","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Religious literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Practical literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","History","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Philosophy","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Scientific literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Fiction","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Articles","1","","","","simple","simple",""
"Paris Basin","FrHallC","Precious metals","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Foreign coins","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Indigenous coins","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","Paper currency","0.1","","","","simple","simple",""
"Paris Basin","FrHallC","elite status is hereditary","0","","","","complex","uncertain",""
"Paris Basin","FrHallC","elite status is hereditary","1","","","","complex","uncertain",""
"Paris Basin","FrHallD","Polity territory","7000","8000","","","complex","range",""
"Paris Basin","FrHallD","Population of the largest settlement","5000","","","","simple","simple",""
"Paris Basin","FrHallD","Administrative levels","3","4","","","complex","range",""
"Paris Basin","FrHallD","Military levels","2","","","","simple","simple",""
"Paris Basin","FrHallD","Religious levels","1","","","","simple","simple",""
"Paris Basin","FrHallD","Settlement hierarchy","3","","","","simple","simple",""
"Paris Basin","FrHallD","Professional military officers","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Professional soldiers","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Full-time bureaucrats","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Examination system","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Merit promotion","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Specialized government buildings","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Courts","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Formal legal code","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Judges","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Professional Lawyers","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","drinking water supply systems","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","markets","0.9","","","","simple","simple",""
"Paris Basin","FrHallD","food storage sites","0.9","","","","simple","simple",""
"Paris Basin","FrHallD","Roads","0.9","","","","simple","simple",""
"Paris Basin","FrHallD","Canals","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Ports","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Mines or quarries","1","","","","simple","simple",""
"Paris Basin","FrHallD","Couriers","0.9","","","","simple","simple",""
"Paris Basin","FrHallD","Postal stations","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","General postal service","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Nonwritten records","0.9","","","","simple","simple",""
"Paris Basin","FrHallD","Written records","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Script","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Non-phonetic writing","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Phonetic alphabetic writing","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Lists tables and classifications","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Calendar","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Sacred Texts","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Religious literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Practical literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","History","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Philosophy","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Scientific literature","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Fiction","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Articles","1","","","","simple","simple",""
"Paris Basin","FrHallD","Precious metals","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Foreign coins","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Indigenous coins","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","Paper currency","0.1","","","","simple","simple",""
"Paris Basin","FrHallD","elite status is hereditary","0","","","","complex","uncertain",""
"Paris Basin","FrHallD","elite status is hereditary","1","","","","complex","uncertain",""
