,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money
177,CnZhgSA-1,['Middle Yellow River Valley'],Zheng Dynasty,-771.0,-475.0,,,,4,,,4.0,,,,1.0,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,,1.0,,0.1,1.0,1.0,,['50S'],['East Asia'],,,,,,,,,,,,,,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,,,4.0,0.8181818181818182,0.7777777777777778,4.0,0.8888888888888888,3.0
178,CnZhgWS-1,['Middle Yellow River Valley'],Zheng Dynasty,-475.0,-346.0,,,,5,4.0,,4.0,,,,1.0,,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,0.0,,,1.0,1.0,,,,,0.1,1.0,,1.0,,0.1,1.0,1.0,,['50S'],['East Asia'],,,,,,,,,,,,,,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,,,4.0,0.6363636363636364,0.6666666666666666,4.0,0.5555555555555556,3.0
179,CnZhuSA-1,['Middle Yellow River Valley'],Eastern Zhou,-771.0,-475.0,,,,4,5.0,,4.0,,,,1.0,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,,1.0,,0.1,1.0,1.0,,['50S'],['East Asia'],,,,,,,,,,,,,,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,,,4.5,0.8181818181818182,0.7777777777777778,4.0,0.8888888888888888,3.0
180,CnZhuWS-1,['Middle Yellow River Valley'],Eastern Zhou,-475.0,-256.0,,,,5,4.0,,4.0,,,,1.0,,1.0,0.0,1.0,state salary,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,0.0,,,1.0,1.0,,,,,0.1,1.0,,1.0,,0.1,1.0,1.0,,['50S'],['East Asia'],,,,,,,,,,,,,,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,feast,not applicable,,,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,,,4.0,0.6363636363636364,0.6666666666666666,4.0,0.5555555555555556,3.0
181,CoNahua-1,['North Colombia'],Neguanje,249.0,574.0,,,400,1,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,0.0,1.0,1.0,0.1,1.0,0.1,0.1,1.0,1.0,,15,1.0,,0.1,,1.0,,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.1,0.1,0.1,0.1,,,,,0.1,0.1,,,['18P'],['South America'],,quasipolity,,Chibcha,Malambo,continuity,Tairona,Central America-northern South America interaction sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6020599913279625,1.0,,0.4666666666666667,2.0,0.0,
182,CoNahua-2,['North Colombia'],Neguanje,574.0,575.0,,,400,1,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,1.0,1.0,,15,1.0,,0.1,,1.0,,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.1,0.1,0.1,0.1,,,,,0.1,0.1,,,['18P'],['South America'],,quasipolity,,Chibcha,Malambo,continuity,Tairona,Central America-northern South America interaction sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6020599913279625,1.0,,0.4666666666666667,2.0,0.0,
183,CoNahua-3,['North Colombia'],Neguanje,575.0,649.0,,,400,1,,,1.0,,,,,,,,,,,,,,,0.1,,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,1.0,1.0,,15,1.0,,1.0,,1.0,,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.1,0.1,0.1,0.1,,,,,0.1,0.1,,,['18P'],['South America'],,quasipolity,,Chibcha,Malambo,continuity,Tairona,Central America-northern South America interaction sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6020599913279625,1.0,,0.5666666666666667,2.0,0.0,
184,CoNahua-4,['North Colombia'],Neguanje,649.0,799.0,,,400,1,,,1.0,,,,,,,,,,,,,,,0.1,,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,1.0,1.0,,15,1.0,,1.0,,1.0,,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.1,0.1,0.1,0.1,,,,,0.1,0.1,,,['18P'],['South America'],,quasipolity,,Chibcha,Malambo,continuity,Tairona,Central America-northern South America interaction sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6020599913279625,1.0,,0.5666666666666667,2.0,0.0,
185,CoNahua-5,['North Colombia'],Neguanje,799.0,1049.0,,,400,1,,,1.0,,,,,,,,,,,,,,1.0,0.1,,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,1.0,1.0,,15,1.0,,1.0,,1.0,,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.1,0.1,0.1,0.1,,,,,0.1,0.1,,,['18P'],['South America'],,quasipolity,,Chibcha,Malambo,continuity,Tairona,Central America-northern South America interaction sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6020599913279625,1.0,,0.6777777777777777,2.0,0.0,
186,CoTairo-1,['North Colombia'],Tairona,899.0,999.0,1087.0,150,,3,4.0,1.0,2.0,13,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.1,,1.0,1.0,,1.0,1.0,,82,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,1.0,1.0,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.0362295440862948,2.1760912590556813,,2.3333333333333335,0.45454545454545453,0.8888888888888888,2.0,0.0,3.0
187,CoTairo-10,['North Colombia'],Tairona,1523.0,1524.0,7200.0,150,3000,3,4.0,1.0,2.0,13,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.1,,1.0,1.0,,1.0,1.0,,82,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,1.0,1.0,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.8573324964312685,2.1760912590556813,3.4771212547196626,2.3333333333333335,0.45454545454545453,0.8888888888888888,2.0,0.0,3.0
188,CoTairo-2,['North Colombia'],Tairona,999.0,1049.0,1087.0,150,100,3,4.0,1.0,2.0,13,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.1,,1.0,1.0,,1.0,1.0,,82,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,1.0,1.0,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.0362295440862948,2.1760912590556813,2.0,2.3333333333333335,0.45454545454545453,0.8888888888888888,2.0,0.0,3.0
189,CoTairo-3,['North Colombia'],Tairona,1049.0,1099.0,1087.0,150,100,3,4.0,1.0,2.0,13,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.1,,1.0,1.0,,1.0,1.0,,82,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,1.0,1.0,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.0362295440862948,2.1760912590556813,2.0,2.3333333333333335,0.45454545454545453,0.8888888888888888,2.0,0.0,3.0
190,CoTairo-4,['North Colombia'],Tairona,1099.0,1149.0,1087.0,150,100,3,4.0,1.0,2.0,13,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.1,,1.0,1.0,,1.0,1.0,,82,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,1.0,1.0,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.0362295440862948,2.1760912590556813,2.0,2.3333333333333335,0.45454545454545453,0.8888888888888888,2.0,0.0,3.0
191,CoTairo-5,['North Colombia'],Tairona,1149.0,1348.0,1087.0,150,150,3,4.0,1.0,2.0,13,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.1,,1.0,1.0,,1.0,1.0,,82,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,1.0,1.0,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.0362295440862948,2.1760912590556813,2.1760912590556813,2.3333333333333335,0.45454545454545453,0.8888888888888888,2.0,0.0,3.0
192,CoTairo-6,['North Colombia'],Tairona,1348.0,1349.0,1087.0,150,150,3,4.0,1.0,2.0,13,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.1,,1.0,1.0,,1.0,1.0,,82,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,1.0,1.0,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.0362295440862948,2.1760912590556813,2.1760912590556813,2.3333333333333335,0.45454545454545453,0.8888888888888888,2.0,0.0,3.0
193,CoTairo-7,['North Colombia'],Tairona,1349.0,1398.0,7200.0,150,150,3,4.0,1.0,2.0,13,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.1,,1.0,1.0,,1.0,1.0,,82,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,1.0,1.0,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.8573324964312685,2.1760912590556813,2.1760912590556813,2.3333333333333335,0.45454545454545453,0.8888888888888888,2.0,0.0,3.0
194,CoTairo-8,['North Colombia'],Tairona,1398.0,1399.0,7200.0,150,150,3,4.0,1.0,2.0,13,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.1,,1.0,1.0,,1.0,1.0,,82,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,1.0,1.0,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.8573324964312685,2.1760912590556813,2.1760912590556813,2.3333333333333335,0.45454545454545453,0.8888888888888888,2.0,0.0,3.0
195,CoTairo-9,['North Colombia'],Tairona,1399.0,1523.0,7200.0,150,3000,3,4.0,1.0,2.0,13,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,0.1,,1.0,1.0,,1.0,1.0,,82,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,1.0,1.0,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.8573324964312685,2.1760912590556813,3.4771212547196626,2.3333333333333335,0.45454545454545453,0.8888888888888888,2.0,0.0,3.0
196,ColonialAndes-1,['Lowland Andes'],Jivaro,1533.0,1548.0,,,300,2,3.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,['18M'],['South America'],Quito,nominal,Shuar,Jebero-Jivaroan,Jivaro Tribes,elite migration,Republic of Ecuador,Amazonia,5500000,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4771212547196626,1.6666666666666667,0.0,0.3333333333333333,,0.0,3.0
197,ColonialAndes-2,['Lowland Andes'],Jivaro,1548.0,1598.0,,,300,2,3.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,['18M'],['South America'],Quito,nominal,Shuar,Jebero-Jivaroan,Jivaro Tribes,elite migration,Republic of Ecuador,Amazonia,5500000,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4771212547196626,1.6666666666666667,0.0,0.3333333333333333,,0.0,3.0
198,ColonialAndes-3,['Lowland Andes'],Jivaro,1598.0,1829.0,,,300,2,3.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,['18M'],['South America'],none,quasi-polity,Shuar,Jebero-Jivaroan,Jivaro Tribes,elite migration,Republic of Ecuador,Amazonia,5500000,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4771212547196626,1.6666666666666667,0.0,0.3333333333333333,,0.0,3.0
199,CuzcoMidHorizon-1,['Cuzco'],Araway,649.0,999.0,,600,,,,,2.0,,,,,,,,,,,,0.1,,,,,,1.0,,,,,1.0,,,0.1,,,,,,,,,,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,1.0,,,,,,"['18L', '19L']",['South America'],,quasipolity,,,Early Intermediate Period,continuity,Inca Killke period,Wari cultural sphere,320000,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7781512503836434,,2.0,0.009090909090909092,0.12222222222222223,,0.0,2.0
200,CuzcoValleyKillke1-1,['Cuzco'],Killke,999.0,1249.0,,500,,,,,4.0,,,,,,,,,,,,0.1,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,0.0,,,1.0,,1.0,,1.0,,0.0,0.0,,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,1249.0,"['18L', '19L']",['South America'],Cuzco,quasipolity,Puquina,Aymara,Wari Empire,continuity,Killke,,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6989700043360187,,4.0,0.009090909090909092,0.3333333333333333,2.0,0.0,1.0
201,CuzcoValleyKillke2-1,['Cuzco'],Inca,1249.0,1349.0,,2300,,4,4.0,2.0,4.0,40,,,1.0,,0.0,,0.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,0.0,1.0,1.0,0.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,1399.0,"['18L', '19L']",['South America'],Cuzco,quasipolity,Puquina,Aymara,Killke period,continuity,Inca Empire,,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.361727836017593,,3.3333333333333335,0.36363636363636365,0.5555555555555556,2.0,0.0,1.0
202,CuzcoValleyKillke2-2,['Cuzco'],Inca,1349.0,1399.0,,2300,,4,4.0,2.0,4.0,40,,,1.0,,1.0,,0.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,0.0,1.0,1.0,0.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,1399.0,"['18L', '19L']",['South America'],Cuzco,quasipolity,Puquina,Aymara,Killke period,continuity,Inca Empire,,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.361727836017593,,3.3333333333333335,0.45454545454545453,0.5555555555555556,2.0,0.0,1.0
203,EarlyChinese-1,['Southern China Hills'],Miao,1894.0,1940.0,,,,2,2.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,land,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,4,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,1.0,1.0,,['48R'],['East Asia'],Nanjing,unitary state,Chuanqiandian,Sino-Tibetan,Qing Dynasty,continuity,People's Republic of China,East Asia,11839074,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3333333333333333,0.8181818181818182,0.5555555555555556,4.0,0.4444444444444444,6.0
204,EasternJin-1,['Middle Yellow River Valley'],Shu Dynasty,220.0,262.0,,,,,,,,,,,1.0,0.1,0.1,0.0,,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,,['50S'],['East Asia'],,,,,,,,,,,,,,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,,,,0.5636363636363636,0.6666666666666666,4.0,1.0,5.0
