Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
FrMervM+600,['Paris Basin'],Merovingian Kingdoms,600,700,800000,230000,20000,4,4,5,4,725,,,1,1,1,0.1,0,land,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,,1,1,0.1,1,1,,,0.1,,1,605,['31U'],['Europe'],Paris,quasipolity,Germanic,Indo-European,Early Merovingian Kingdoms,continuity,Late Merovingian Kingdoms,,,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,monthly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.90308998699194,5.36172783601759,4.30102999566398,4.33333333333333,0.654545454545455,1,4,0.888888888888889,5,FrMervM,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,5.95065877014321,28.0396774382117,0,5.40493416851628,25.4682072210836,0,4.33568892236875,20.4298924794039,0,4.36825256954856,20.5833333333333,0,0.659819968547194,3.10909090909091,0,1.00805828528044,4.75,0,4.03223314112175,19,0,0.896051809138166,4.22222222222222,0,5.04029142640218,23.75
FrMervL+700,['Paris Basin'],Proto-Carolingian Phase,700,800,800000,250000,20000,4,4,5,4,725,,0,1,1,1,0.1,0,land,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,,,1,0.1,1,1,,,0.1,,1,750,['31U'],['Europe'],Paris,,Germanic,Indo-European,Middle Merovingian Kingdoms,continuity,Carolingian Empire,,,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,monthly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.90308998699194,5.39794000867204,4.30102999566398,4.33333333333333,0.654545454545455,1,4,0.888888888888889,5,FrMervL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",72.1640820344867,5.95655808672222,26.5639049414637,60.1053105550345,5.44683263869424,24.2907300390242,53.4647875196459,4.33998720303467,19.3546349804879,57.3333333333333,4.37258313290301,19.5,5.99090909090909,0.660474095599336,2.94545454545455,9.78888888888889,1.00905764605454,4.5,44,4.03623058421817,18,6.77777777777778,0.896940129826259,4,52,5.04528823027271,22.5
FrMervM+700,['Paris Basin'],Merovingian Kingdoms,700,800,800000,230000,20000,4,4,5,4,725,,,1,1,1,0.1,0,land,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,,1,1,0.1,1,1,,,0.1,,1,605,['31U'],['Europe'],Paris,quasipolity,Germanic,Indo-European,Early Merovingian Kingdoms,continuity,Late Merovingian Kingdoms,,,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,monthly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.90308998699194,5.36172783601759,4.30102999566398,4.33333333333333,0.654545454545455,1,4,0.888888888888889,5,FrMervM,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,5.95655808672222,26.5639049414637,0,5.41029246899702,24.1277752620792,0,4.33998720303467,19.3546349804879,0,4.37258313290301,19.5,0,0.660474095599336,2.94545454545455,0,1.00905764605454,4.5,0,4.03623058421817,18,0,0.896940129826259,4,0,5.04528823027271,22.5
FrMervL+800,['Paris Basin'],Proto-Carolingian Phase,800,900,800000,250000,20000,4,4,5,4,725,,0,1,1,1,0.1,0,land,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,,,1,0.1,1,1,,,0.1,,1,750,['31U'],['Europe'],Paris,,Germanic,Indo-European,Middle Merovingian Kingdoms,continuity,Carolingian Empire,,,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,monthly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.90308998699194,5.39794000867204,4.30102999566398,4.33333333333333,0.654545454545455,1,4,0.888888888888889,5,FrMervL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",78.0671720214786,0.176333121628633,8.85463498048791,65.5032505637065,0.161243622270827,8.09691001300806,57.7658175153099,0.128477466382024,6.45154499349597,61.6666666666667,0.129442409891747,6.5,6.64545454545455,0.019552140235397,0.981818181818182,10.7888888888889,0.029871325359634,1.5,48,0.119485301438536,6,7.66666666666667,0.026552289208564,1.33333333333333,57,0.149356626798169,7.5
FrCarlL+900,['Paris Basin'],Carolingian Empire,900,1000,4000000,800000,10000,4,4,6,3,,,0.1,1,1,1,0.1,1,state salary,1,0.1,0,0.1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,,0,0,1,839,['31U'],['Europe'],Aix La Chapelle,nominal,,Indo-European,Carolingian Empire,continuity,Proto-French,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.60205999132796,5.90308998699194,4,4.33333333333333,0.581818181818182,0.888888888888889,4,0.888888888888889,5,FrCarlL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",83.9702620084706,6.79556244214249,9.90308998699194,70.9011905723786,6.07610604279301,8.85463498048791,62.0668475109739,4.11723762042071,6,66,4.46034075545577,6.5,7.3,0.598870926606649,0.872727272727273,11.7888888888889,0.914941693426825,1.33333333333333,52,4.11723762042071,6,8.55555555555556,0.914941693426825,1.33333333333333,62,5.14654702552589,7.5
FrCarlE+900,['Paris Basin'],Carolingian Empire,900,1000,20000000,1100000,20000,4,4,6,4,,,0.1,1,1,1,0.1,1,state salary,1,0.1,1,1,1,1,,1,1,1,1,0.1,1,0.1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,,0,0,1,810,['31U'],['Europe'],Aix la Chapelle,unitary state,Latin,Indo-European,Late Merovingian Kingdoms,continuity,Late Carolingian Empire,Latin Christendom,17000000,,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.30102999566398,6.04139268515822,4.30102999566398,4.66666666666667,0.754545454545455,0.788888888888889,4,1,5,FrCarlE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,7.51501884149196,16.427317490244,0,6.21846231076699,13.593133541606,0,4.42709062617642,9.67731749024396,0,4.80344389049083,10.5,0,0.776660732942999,1.69772727272727,0,0.812010752916308,1.775,0,4.11723762042071,9,0,1.02930940510518,2.25,0,5.14654702552589,11.25
FrCarlL+1000,['Paris Basin'],Carolingian Empire,1000,1100,4000000,675000,10000,4,4,6,3,,,0.1,1,1,1,0.1,1,state salary,1,0.1,0,0.1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,,0,0,1,839,['31U'],['Europe'],Aix La Chapelle,nominal,,Indo-European,Carolingian Empire,continuity,Proto-French,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.60205999132796,5.82930377283103,4,4.33333333333333,0.581818181818182,0.888888888888889,4,0.888888888888889,5,FrCarlL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",90.5723219997986,6.80275787008502,8.25257498915995,76.8042805593705,6.00651041793489,7.28662971603878,66.0668475109739,4.12159712515226,5,70.3333333333333,4.46506355224828,5.41666666666667,7.88181818181818,0.599505036385783,0.727272727272727,12.6777777777778,0.915910472256058,1.11111111111111,56,4.12159712515226,5,9.44444444444444,0.915910472256058,1.11111111111111,67,5.15199640644032,6.25
FrCaptE+1000,['Paris Basin'],French Kingdom,1000,1100,500000,12000,25000,4,5,6,4,,,0.1,1,1,1,0.1,0.1,none,0.1,0.1,0,0.1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,0,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,0.1,1,1149,['31U'],['Europe'],Paris,loose,Occitan,Indo-European,Carolingian Empire,continuity,Late Capetian,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.69897000433602,4.07918124604763,4.39794000867204,5,0.418181818181818,0.777777777777778,4,0.888888888888889,5,FrCaptE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,5.87221459655007,7.12371250542002,0,4.20318542417123,5.09897655755953,0,4.53163422408369,5.49742501084005,0,5.15199640644032,6.25,0,0.430894244902281,0.522727272727273,0,0.80142166322405,0.972222222222222,0,4.12159712515226,5,0,0.915910472256058,1.11111111111111,0,5.15199640644032,6.25
FrCaptE+1100,['Paris Basin'],French Kingdom,1100,1200,500000,12000,25000,4,5,6,4,,,0.1,1,1,1,0.1,0.1,none,0.1,0.1,0,0.1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,0,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,0.1,1,1149,['31U'],['Europe'],Paris,loose,Occitan,Indo-European,Carolingian Empire,continuity,Late Capetian,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.69897000433602,4.07918124604763,4.39794000867204,5,0.418181818181818,0.777777777777778,4,0.888888888888889,5,FrCaptE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",97.1743819911265,0.127013181062719,4.27422750325201,82.6335843322016,0.09091288176595,3.05938593453572,70.0668475109739,0.098017071540898,3.29845500650403,74.6666666666667,0.111435207560385,3.75,8.46363636363636,0.009320035541414,0.313636363636364,13.5666666666667,0.017334365620504,0.583333333333333,60,0.089148166048308,3,10.3333333333333,0.019810703566291,0.666666666666667,72,0.111435207560385,3.75
FrCaptL+1200,['Paris Basin'],French Kingdom,1200,1300,4000000,80000,25000,5,5,6,5,250,,1,1,1,1,1,1,state salary,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,1,1,20000,145,112,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,,1,1298,['31U'],['Europe'],Paris,unitary state,Occitan,Indo-European,Proto-French,continuity,Early Valois,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.60205999132796,4.90308998699194,4.39794000867204,5.33333333333333,0.909090909090909,0.888888888888889,4,1,5,FrCaptL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",102.873351995463,6.61987736313849,11.5536049848239,86.7127655782491,4.91632224744299,8.5804074772359,74.4647875196459,4.40980899084394,7.69639501517607,79.6666666666667,5.34772671708239,9.33333333333333,8.88181818181818,0.911544326775407,1.59090909090909,14.3444444444444,0.891287786180399,1.55555555555556,64,4.01079503781179,7,11.2222222222222,1.00269875945295,1.75,77,5.01349379726474,8.75
FrCaptE+1200,['Paris Basin'],French Kingdom,1200,1300,500000,12000,25000,4,5,6,4,,,0.1,1,1,1,0.1,0.1,none,0.1,0.1,0,0.1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,0,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,0.1,1,1149,['31U'],['Europe'],Paris,loose,Occitan,Indo-European,Carolingian Empire,continuity,Late Capetian,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.69897000433602,4.07918124604763,4.39794000867204,5,0.418181818181818,0.777777777777778,4,0.888888888888889,5,FrCaptE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,5.71435015350729,9.97319750758803,0,4.09018997499569,7.13856718058334,0,4.40980899084394,7.69639501517607,0,5.01349379726474,8.75,0,0.419310390316687,0.731818181818182,0,0.779876812907849,1.36111111111111,0,4.01079503781179,7,0,0.891287786180399,1.55555555555556,0,5.01349379726474,8.75
FrCaptL+1300,['Paris Basin'],French Kingdom,1300,1400,17000000,350000,200000,5,5,6,5,250,,1,1,1,0.1,1,1,state salary,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,1,1,20000,145,112,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,,1,1298,['31U'],['Europe'],Paris,unitary state,Occitan,Indo-European,Proto-French,continuity,Early Valois,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.23044892137827,5.54406804435028,5.30102999566398,5.33333333333333,0.827272727272727,0.888888888888889,4,1,5,FrCaptL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",109.475411986791,0.172144607372956,3.61522446068914,91.6158555652411,0.131994766455207,2.77203402217514,78.862727528318,0.126208446695159,2.65051499783199,85,0.126977533848722,2.66666666666667,9.79090909090909,0.019695947011762,0.413636363636364,15.2333333333333,0.02116292230812,0.444444444444444,68,0.095233150386542,2,12.2222222222222,0.023808287596635,0.5,82,0.119041437983177,2.5
FrCaptL+1400,['Paris Basin'],French Kingdom,1400,1500,17000000,350000,200000,5,5,6,5,250,,1,1,1,0.1,1,1,state salary,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,1,1,20000,145,112,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,,1,1298,['31U'],['Europe'],Paris,unitary state,Occitan,Indo-European,Proto-French,continuity,Early Valois,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.23044892137827,5.54406804435028,5.30102999566398,5.33333333333333,0.827272727272727,0.888888888888889,4,1,5,FrCaptL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",116.705860908169,7.39350741070665,9.03806115172284,97.1599236095913,5.669095877321,6.93008505543784,84.163757523982,5.4205769217783,6.62628749457998,90.3333333333333,5.45360875272627,6.66666666666667,10.6181818181818,0.845929084939927,1.03409090909091,16.1222222222222,0.908934792121045,1.11111111111111,72,4.0902065645447,5,13.2222222222222,1.02255164113618,1.25,87,5.11275820568088,6.25
FrValoE+1400,['Paris Basin'],French Kingdom,1400,1500,9000000,390000,300000,5,5,6,5,250,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,,1,1371,['31U'],['Europe'],Paris,unitary state,French,Indo-European,Late Capetian,continuity,Late Valois,Christendom,,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,self-flagellation,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.95424250943933,5.5910646070265,5.47712125471966,5.33333333333333,1,0.888888888888889,4,1,5,FrValoE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,7.11107209088614,8.69280313679916,0,5.71715228961334,6.98883075878312,0,5.60063932771543,6.84640156839958,0,5.45360875272627,6.66666666666667,0,1.02255164113618,1.25,0,0.908934792121045,1.11111111111111,0,4.0902065645447,5,0,1.02255164113618,1.25,0,5.11275820568088,6.25
FrValoE+1500,['Paris Basin'],French Kingdom,1500,1600,9500000,340000,150000,5,5,6,5,250,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,,1,1371,['31U'],['Europe'],Paris,unitary state,French,Indo-European,Late Capetian,continuity,Late Valois,Christendom,,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,self-flagellation,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.97772360528885,5.53147891704226,5.17609125905568,5.33333333333333,1,0.888888888888889,4,1,5,FrValoE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",123.936309829547,7.1410419472913,12.2110163092555,102.703991653942,5.66094692360935,9.68008810482395,89.4647875196459,5.29724117703776,9.05815970334744,95.6666666666667,5.45816360845145,9.33333333333333,11.4454545454545,1.02340567658465,1.75,17.0111111111111,0.909693934741909,1.55555555555556,76,4.09362270633859,7,14.2222222222222,1.02340567658465,1.75,92,5.11702838292324,8.75
FrValoL+1500,['Paris Basin'],French Kingdom,1500,1600,16000000,400000,250000,5,10,7,6,714,,1,1,1,1,1,0,state,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,1,1,,156,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,18,0.1,1,1,1514,['31U'],['Europe'],Paris,unitary state,French,Indo-European,Early Valois,continuity,Early Bourbon,,,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,penitential procession,monthly,monthly,monthly,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.20411998265592,5.60205999132796,5.39794000867204,7.66666666666667,0.909090909090909,0.888888888888889,4,1,5,FrValoL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,7.37273728504697,12.6072099696479,0,5.73317999569278,9.80360498482393,0,5.52428244673835,9.44639501517607,0,7.84611018714897,13.4166666666667,0,0.930368796895135,1.59090909090909,0,0.909693934741909,1.55555555555556,0,4.09362270633859,7,0,1.02340567658465,1.75,0,5.11702838292324,8.75
FrValoL+1600,['Paris Basin'],French Kingdom,1600,1700,20000000,400000,250000,5,10,7,6,714,,1,1,1,1,1,0,state,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,1,1,,156,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,18,0.1,1,1,1514,['31U'],['Europe'],Paris,unitary state,French,Indo-European,Early Valois,continuity,Early Bourbon,,,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,penitential procession,monthly,monthly,monthly,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.30102999566398,5.60205999132796,5.39794000867204,7.66666666666667,0.909090909090909,0.888888888888889,4,1,5,FrValoL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",130.914033434836,7.4718812201966,16.427317490244,108.235470570984,5.73315366030234,12.6046349804879,94.6408787787016,5.52425707091982,12.1453650195121,101,7.84607414600332,17.25,12.4454545454545,0.930364523241501,2.04545454545455,17.9,0.909689756058356,2,80,4.0936039022626,9,15.2222222222222,1.02340097556565,2.25,97,5.11700487782825,11.25
FrBurbE+1600,['Paris Basin'],French Kingdom,1600,1700,18500000,931000,245000,6,10,7,6,714,,1,1,1,1,1,0.1,state,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,18,1,1,1,1610,['31U'],['Europe'],Paris,unitary state,French,Indo-European,Late Valois,continuity,Late Bourbon,,,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,penitential procession,monthly,monthly,monthly,Carnival,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.26717172840301,5.96894968098134,5.38916608436453,7.66666666666667,0.918181818181818,1,4,1,5,FrBurbE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,7.43723063645076,16.3511363889068,0,6.10862892661858,13.430136782208,0,5.51527782822398,12.1256236898202,0,7.84607414600332,17.25,0,0.939668168473915,2.06590909090909,0,1.02340097556565,2.25,0,4.0936039022626,9,0,1.02340097556565,2.25,0,5.11700487782825,11.25
FrBurbL+1700,"['Cahokia', 'Paris Basin']",French Kingdom,1700,1800,21800000,2000000,530000,6,12,6,6,714,,1,1,1,1,1,1,none,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,420,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,1732,"['15S', '31U']","['North America', 'Europe']",Versailles,unitary state,French,Indo-European,Early Bourbon,continuity,,,,none,moralizing,1,1,0,Christianity,secular fete,not applicable,yearly,yearly,penitential procession,monthly,monthly,monthly,Carnival,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.33845649360461,6.30102999566398,5.72427586960079,8,1,1,4,1,6,FrBurbL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",138.2150634305,53.1352077551206,22.0153694808138,113.837530562312,45.6235637811075,18.9030899869919,100.038818787374,41.4474880165788,17.1728276088024,108.666666666667,57.9252138936055,24,13.3545454545455,7.24065173670069,3,18.7888888888889,7.24065173670069,3,84,28.9626069468027,12,16.2222222222222,7.24065173670069,3,102,43.4439104202041,18
